Date,DayNumber,Day,Month,ShortMonth,CalendarMonthNumber,CalendarMonthLabel,CalendarYear,CalendarYearLabel,FiscalMonthNumber,FiscalMonthLabel,FiscalYear,FiscalYearLabel,ISOWeekNumber
24-02-2001 00:00,24,24,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,8
25-02-2001 00:00,25,25,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,8
26-02-2001 00:00,26,26,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,9
27-02-2001 00:00,27,27,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,9
28-02-2001 00:00,28,28,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,9
11-02-2001 00:00,11,11,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,6
12-02-2001 00:00,12,12,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,7
13-02-2001 00:00,13,13,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,7
14-02-2001 00:00,14,14,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,7
15-02-2001 00:00,15,15,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,7
16-02-2001 00:00,16,16,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,7
17-02-2001 00:00,17,17,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,7
18-02-2001 00:00,18,18,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,7
19-02-2001 00:00,19,19,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,8
20-02-2001 00:00,20,20,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,8
01-04-2001 00:00,1,1,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,13
02-04-2001 00:00,2,2,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,14
03-04-2001 00:00,3,3,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,14
04-04-2001 00:00,4,4,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,14
05-04-2001 00:00,5,5,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,14
06-04-2001 00:00,6,6,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,14
07-04-2001 00:00,7,7,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,14
08-04-2001 00:00,8,8,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,14
09-04-2001 00:00,9,9,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,15
10-04-2001 00:00,10,10,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,15
21-04-2001 00:00,21,21,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,16
22-04-2001 00:00,22,22,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,16
23-04-2001 00:00,23,23,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,17
24-04-2001 00:00,24,24,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,17
25-04-2001 00:00,25,25,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,17
26-04-2001 00:00,26,26,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,17
27-04-2001 00:00,27,27,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,17
28-04-2001 00:00,28,28,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,17
29-04-2001 00:00,29,29,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,17
30-04-2001 00:00,30,30,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,18
11-04-2001 00:00,11,11,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,15
12-04-2001 00:00,12,12,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,15
13-04-2001 00:00,13,13,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,15
14-04-2001 00:00,14,14,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,15
15-04-2001 00:00,15,15,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,15
16-04-2001 00:00,16,16,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,16
17-04-2001 00:00,17,17,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,16
18-04-2001 00:00,18,18,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,16
19-04-2001 00:00,19,19,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,16
20-04-2001 00:00,20,20,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,16
01-06-2001 00:00,1,1,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,22
02-06-2001 00:00,2,2,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,22
03-06-2001 00:00,3,3,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,22
04-06-2001 00:00,4,4,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,23
05-06-2001 00:00,5,5,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,23
06-06-2001 00:00,6,6,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,23
07-06-2001 00:00,7,7,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,23
08-06-2001 00:00,8,8,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,23
09-06-2001 00:00,9,9,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,23
10-06-2001 00:00,10,10,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,23
21-06-2001 00:00,21,21,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,25
22-06-2001 00:00,22,22,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,25
23-06-2001 00:00,23,23,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,25
24-06-2001 00:00,24,24,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,25
25-06-2001 00:00,25,25,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,26
26-06-2001 00:00,26,26,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,26
27-06-2001 00:00,27,27,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,26
28-06-2001 00:00,28,28,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,26
29-06-2001 00:00,29,29,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,26
30-06-2001 00:00,30,30,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,26
11-06-2001 00:00,11,11,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,24
12-06-2001 00:00,12,12,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,24
13-06-2001 00:00,13,13,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,24
14-06-2001 00:00,14,14,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,24
15-06-2001 00:00,15,15,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,24
16-06-2001 00:00,16,16,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,24
17-06-2001 00:00,17,17,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,24
18-06-2001 00:00,18,18,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,25
19-06-2001 00:00,19,19,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,25
20-06-2001 00:00,20,20,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,25
01-03-2001 00:00,1,1,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,9
02-03-2001 00:00,2,2,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,9
03-03-2001 00:00,3,3,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,9
04-03-2001 00:00,4,4,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,9
31-03-2001 00:00,31,31,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,13
26-03-2001 00:00,26,26,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,13
27-03-2001 00:00,27,27,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,13
28-03-2001 00:00,28,28,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,13
29-03-2001 00:00,29,29,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,13
30-03-2001 00:00,30,30,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,13
05-03-2001 00:00,5,5,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,10
06-03-2001 00:00,6,6,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,10
07-03-2001 00:00,7,7,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,10
08-03-2001 00:00,8,8,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,10
09-03-2001 00:00,9,9,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,10
10-03-2001 00:00,10,10,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,10
11-03-2001 00:00,11,11,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,10
21-03-2001 00:00,21,21,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,12
22-03-2001 00:00,22,22,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,12
23-03-2001 00:00,23,23,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,12
24-03-2001 00:00,24,24,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,12
25-03-2001 00:00,25,25,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,12
19-03-2001 00:00,19,19,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,12
20-03-2001 00:00,20,20,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,12
12-03-2001 00:00,12,12,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,11
13-03-2001 00:00,13,13,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,11
14-03-2001 00:00,14,14,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,11
15-03-2001 00:00,15,15,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,11
16-03-2001 00:00,16,16,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,11
17-03-2001 00:00,17,17,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,11
18-03-2001 00:00,18,18,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,11
01-09-2001 00:00,1,1,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,35
02-09-2001 00:00,2,2,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,35
30-09-2001 00:00,30,30,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,39
24-09-2001 00:00,24,24,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,39
25-09-2001 00:00,25,25,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,39
26-09-2001 00:00,26,26,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,39
27-09-2001 00:00,27,27,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,39
28-09-2001 00:00,28,28,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,39
29-09-2001 00:00,29,29,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,39
03-09-2001 00:00,3,3,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,36
04-09-2001 00:00,4,4,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,36
05-09-2001 00:00,5,5,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,36
06-09-2001 00:00,6,6,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,36
07-09-2001 00:00,7,7,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,36
08-09-2001 00:00,8,8,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,36
09-09-2001 00:00,9,9,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,36
10-09-2001 00:00,10,10,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,37
11-09-2001 00:00,11,11,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,37
12-09-2001 00:00,12,12,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,37
13-09-2001 00:00,13,13,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,37
14-09-2001 00:00,14,14,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,37
15-09-2001 00:00,15,15,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,37
16-09-2001 00:00,16,16,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,37
20-09-2001 00:00,20,20,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,38
21-09-2001 00:00,21,21,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,38
22-09-2001 00:00,22,22,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,38
23-09-2001 00:00,23,23,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,38
17-09-2001 00:00,17,17,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,38
18-09-2001 00:00,18,18,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,38
19-09-2001 00:00,19,19,September,Sep,9,CY2001-Sep,2001,CY2001,11,FY2001-Sep,2001,FY2001,38
14-05-2001 00:00,14,14,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,20
15-05-2001 00:00,15,15,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,20
16-05-2001 00:00,16,16,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,20
17-05-2001 00:00,17,17,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,20
18-05-2001 00:00,18,18,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,20
19-05-2001 00:00,19,19,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,20
20-05-2001 00:00,20,20,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,20
21-05-2001 00:00,21,21,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,21
22-05-2001 00:00,22,22,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,21
23-05-2001 00:00,23,23,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,21
24-05-2001 00:00,24,24,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,21
25-05-2001 00:00,25,25,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,21
26-05-2001 00:00,26,26,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,21
27-05-2001 00:00,27,27,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,21
07-05-2001 00:00,7,7,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,19
08-05-2001 00:00,8,8,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,19
09-05-2001 00:00,9,9,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,19
